id,duration,protocol_type,service,flag,src_bytes,class
386,0,tcp,http,SF,216,normal
388,0,udp,domain_u,SF,44,normal
389,0,tcp,http,SF,347,normal
390,1,tcp,smtp,SF,570,normal
391,0,tcp,http,SF,219,normal
392,0,udp,other,SF,146,normal
400,0,tcp,time,SF,0,normal
401,0,tcp,http,SF,233,normal
403,0,tcp,ftp_data,SF,276,normal
404,0,udp,domain_u,SF,44,normal
406,7805,tcp,telnet,SF,1828,normal
407,0,tcp,http,SF,200,normal
408,0,udp,domain_u,SF,46,normal
411,0,tcp,http,SF,216,normal
413,0,tcp,http,SF,234,normal
414,0,tcp,http,SF,220,normal
416,0,udp,private,SF,105,normal
417,0,tcp,http,REJ,0,normal
421,0,tcp,http,SF,288,normal
426,0,tcp,http,SF,279,normal
428,0,tcp,ftp_data,SF,192,normal
429,7,tcp,telnet,SF,105,normal
431,10,tcp,smtp,SF,1330,normal
434,0,tcp,http,SF,230,normal
435,0,udp,domain_u,SF,44,normal
436,0,tcp,http,SF,271,normal
437,0,tcp,http,SF,179,normal
438,0,tcp,ftp_data,SF,852,normal
439,0,tcp,http,SF,222,normal
440,0,tcp,http,SF,314,normal
442,0,tcp,http,SF,230,normal
445,0,tcp,smtp,SF,857,normal
446,0,tcp,http,SF,234,normal
450,0,tcp,http,SF,215,normal
451,0,udp,domain_u,SF,46,normal
452,0,udp,private,SF,105,normal
456,0,tcp,http,SF,305,normal
458,0,tcp,http,SF,336,normal
461,5784,udp,other,SF,147,normal
462,0,tcp,http,SF,335,normal
464,0,tcp,http,SF,339,normal
465,0,tcp,http,SF,317,normal
469,0,udp,domain_u,SF,42,normal
470,0,tcp,smtp,SF,986,normal
472,0,icmp,urp_i,SF,183,normal
474,0,tcp,http,SF,405,normal
476,0,tcp,smtp,SF,785,normal
477,0,tcp,http,SF,258,normal
480,0,tcp,http,SF,318,normal
484,0,tcp,http,SF,216,normal
486,0,tcp,http,SF,291,normal
487,0,tcp,http,SF,224,normal
490,542,udp,domain_u,SF,17,normal
492,0,udp,domain_u,SF,29,normal
493,0,udp,private,SF,105,normal
494,0,icmp,eco_i,SF,30,normal
495,0,tcp,http,SF,325,normal
497,0,tcp,http,REJ,0,normal
498,0,tcp,ftp_data,SF,12,normal
499,0,tcp,http,SF,212,normal
500,0,tcp,http,SF,240,normal
501,0,tcp,http,SF,292,normal
502,0,tcp,http,SF,172,normal
504,0,tcp,http,SF,310,normal
505,0,udp,domain_u,SF,44,normal
506,0,udp,other,SF,145,normal
509,0,udp,domain_u,SF,45,normal
511,2,tcp,smtp,SF,1551,normal
512,4,tcp,smtp,SF,1308,normal
513,0,tcp,http,SF,356,normal
514,0,tcp,http,SF,364,normal
515,0,tcp,http,SF,331,normal
516,0,icmp,eco_i,SF,30,normal
519,0,tcp,http,SF,247,normal
520,0,tcp,http,SF,300,normal
522,0,tcp,http,SF,355,normal
524,0,tcp,http,SF,316,normal
525,0,udp,domain_u,SF,44,normal
526,30,tcp,ftp,SF,1458,normal
528,10455,udp,other,SF,146,normal
534,10326,udp,other,SF,146,normal
536,0,tcp,smtp,RSTO,13794,normal
538,0,tcp,smtp,SF,911,normal
540,0,tcp,http,SF,280,normal
543,0,udp,domain_u,SF,41,normal
544,0,tcp,finger,SF,10,normal
545,0,tcp,http,SF,311,normal
546,0,tcp,http,SF,281,normal
547,0,tcp,http,SF,297,normal
549,0,udp,domain_u,SF,43,normal
553,0,tcp,http,SF,215,normal
555,0,tcp,http,REJ,0,normal
556,0,udp,other,SF,516,normal
561,28,udp,domain_u,SF,44,normal
563,0,tcp,smtp,SF,676,normal
564,0,tcp,http,SF,334,normal
567,0,tcp,http,SF,204,normal
570,0,tcp,http,SF,192,normal
575,0,tcp,http,SF,256,normal
576,0,icmp,eco_i,SF,64,normal
577,0,udp,domain_u,SF,46,normal
579,0,tcp,http,SF,220,normal
580,0,udp,domain_u,SF,41,normal
581,0,tcp,http,SF,248,normal
584,0,udp,domain_u,SF,44,normal
585,202,tcp,telnet,SF,209,normal
586,0,tcp,other,SF,5891,normal
588,0,tcp,http,SF,276,normal
589,0,tcp,http,SF,231,normal
591,0,tcp,http,SF,312,normal
594,0,udp,domain_u,SF,29,normal
595,0,tcp,ftp_data,SF,13239,normal
597,0,tcp,finger,SF,8,normal
599,0,udp,domain_u,SF,44,normal
602,0,tcp,http,SF,324,normal
605,0,tcp,http,SF,355,normal
609,0,tcp,http,SF,205,normal
611,0,tcp,http,SF,325,normal
613,0,tcp,http,SF,232,normal
614,4,tcp,smtp,SF,886,normal
615,0,tcp,http,SF,319,normal
618,0,tcp,http,SF,147,normal
619,1,tcp,smtp,SF,1451,normal
621,0,tcp,http,SF,235,normal
624,0,tcp,http,SF,299,normal
629,0,tcp,http,SF,237,normal
631,3047,udp,other,SF,146,normal
633,1327,udp,other,SF,146,normal
634,0,tcp,http,SF,202,normal
636,0,tcp,ftp_data,SF,383,normal
637,0,tcp,http,SF,345,normal
638,0,tcp,http,SF,278,normal
640,0,tcp,http,SF,196,normal
642,0,tcp,http,SF,277,normal
643,0,tcp,http,SF,203,normal
645,860,udp,other,SF,147,normal
650,0,tcp,http,SF,367,normal
652,0,tcp,http,SF,257,normal
654,0,udp,domain_u,SF,44,normal
655,0,udp,domain_u,SF,128,normal
656,0,tcp,http,SF,254,normal
657,0,tcp,http,SF,225,normal
658,0,tcp,smtp,SF,775,normal
659,475,tcp,http,SF,314,normal
661,8,tcp,smtp,SF,525,normal
664,0,tcp,http,SF,213,normal
665,0,tcp,http,SF,190,normal
669,27,tcp,ftp,SF,1067,normal
670,0,udp,domain_u,SF,126,normal
671,0,tcp,http,SF,333,normal
673,0,tcp,ftp_data,SF,4491,normal
676,0,tcp,http,SF,239,normal
677,0,tcp,http,REJ,0,normal
678,2,tcp,smtp,SF,1258,normal
681,0,tcp,http,REJ,0,normal
682,0,udp,domain_u,SF,42,normal
683,0,tcp,http,SF,224,normal
684,0,tcp,http,SF,231,normal
685,5065,udp,other,SF,147,normal
686,0,udp,domain_u,SF,44,normal
687,0,icmp,urp_i,SF,183,normal
691,0,tcp,auth,SF,13,normal
692,0,tcp,http,SF,233,normal
693,0,icmp,eco_i,SF,30,normal
695,0,tcp,http,S1,278,normal
698,0,tcp,http,SF,237,normal
699,0,tcp,http,SF,301,normal
700,0,tcp,http,SF,246,normal
701,0,tcp,http,SF,230,normal
702,0,udp,domain_u,SF,46,normal
703,1985,udp,other,SF,147,normal
705,0,tcp,ftp_data,SF,641,normal
708,0,tcp,shell,SF,82,normal
712,0,udp,domain_u,SF,46,normal
715,0,tcp,http,SF,376,normal
717,5,udp,private,SF,105,normal
720,0,icmp,eco_i,SF,30,normal
721,0,tcp,smtp,SF,1053,normal
722,0,udp,domain_u,SF,46,normal
723,0,udp,domain_u,SF,45,normal
724,1,tcp,smtp,SF,1539,normal
727,0,tcp,http,SF,358,normal
728,0,udp,domain_u,SF,44,normal
729,0,tcp,http,SF,282,normal
730,0,tcp,http,SF,323,normal
731,0,udp,private,SF,105,normal
732,0,tcp,http,SF,218,normal
735,0,tcp,http,SF,329,normal
736,0,tcp,smtp,SF,788,normal
737,0,tcp,http,SF,311,normal
740,0,tcp,pop_3,SF,35,normal
744,0,tcp,ftp_data,SF,59,normal
746,0,tcp,http,SF,226,normal
747,0,tcp,http,SF,203,normal
748,8,tcp,smtp,SF,2544,normal
750,0,tcp,http,SF,327,normal
753,0,tcp,http,REJ,0,normal
763,1,tcp,smtp,SF,763,normal
765,0,tcp,http,SF,307,normal
768,0,tcp,http,SF,236,normal
773,0,tcp,http,SF,300,normal
774,0,tcp,http,SF,254,normal
775,5753,udp,other,SF,147,normal
780,31,tcp,ftp,SF,1221,normal
783,0,tcp,http,SF,299,normal
784,0,tcp,ftp_data,SF,1874,normal
785,0,tcp,smtp,SF,1301,normal
787,0,udp,domain_u,SF,43,normal
790,0,tcp,http,SF,330,normal
792,0,tcp,http,SF,302,normal
798,0,tcp,http,SF,284,normal
800,0,tcp,ftp_data,SF,12,normal
801,0,tcp,http,SF,238,normal
802,1,tcp,smtp,SF,1194,normal
803,0,tcp,other,SF,6601,normal
804,0,tcp,ftp_data,SF,12,normal
805,2,tcp,smtp,SF,1452,normal
806,2,tcp,ftp_data,SF,2194619,normal
810,0,tcp,http,SF,240,normal
812,0,udp,domain_u,SF,42,normal
814,0,tcp,http,SF,336,normal
815,3,tcp,smtp,SF,11436,normal
817,0,tcp,http,SF,195,normal
818,0,udp,other,SF,516,normal
819,0,tcp,http,SF,286,normal
821,0,tcp,http,SF,215,normal
822,0,tcp,http,SF,196,normal
823,5,tcp,smtp,SF,722,normal
826,0,tcp,http,SF,214,normal
828,0,tcp,http,SF,232,normal
829,0,tcp,http,SF,224,normal
831,0,tcp,ftp_data,SF,192,normal
832,0,tcp,http,SF,294,normal
834,0,tcp,http,SF,213,normal
836,8,udp,private,SF,105,normal
838,0,tcp,http,SF,303,normal
840,0,udp,domain_u,SF,44,normal
841,4931,udp,domain_u,SF,73,normal
842,0,tcp,IRC,S1,197,normal
844,0,tcp,http,SF,242,normal
846,0,tcp,http,SF,308,normal
849,0,tcp,http,SF,291,normal
851,0,tcp,smtp,SF,2697,normal
855,0,tcp,http,SF,200,normal
858,0,tcp,finger,SF,8,normal
862,0,tcp,http,SF,341,normal
863,0,tcp,finger,SF,8,normal
866,1,tcp,smtp,SF,1483,normal
867,0,udp,domain_u,SF,46,normal
868,0,tcp,http,SF,2426,normal
869,0,udp,domain_u,SF,36,normal
870,0,tcp,http,SF,210,normal
873,0,tcp,http,SF,170,normal
880,0,tcp,http,SF,269,normal
881,0,tcp,http,SF,315,normal
886,0,tcp,http,SF,216,normal
887,0,tcp,http,REJ,0,normal
889,0,tcp,http,SF,235,normal
890,0,tcp,smtp,SF,667,normal
891,2,tcp,smtp,SF,1160,normal
893,2,tcp,smtp,SF,1299,normal
896,0,tcp,smtp,SF,711,normal
902,0,udp,domain_u,SF,42,normal
904,0,udp,other,SF,147,normal
905,0,tcp,http,REJ,0,normal
907,0,tcp,http,SF,222,normal
909,0,tcp,http,SF,198,normal
919,0,tcp,http,SF,217,normal
922,0,tcp,http,SF,252,normal
923,0,tcp,http,SF,200,normal
925,0,tcp,http,SF,243,normal
927,0,tcp,http,REJ,0,normal
933,0,tcp,http,SF,209,normal
934,0,tcp,http,S1,215,normal
936,0,udp,domain_u,SF,31,normal
937,0,tcp,http,SF,338,normal
938,0,tcp,http,SF,249,normal
939,0,tcp,http,SF,232,normal
940,0,tcp,http,SF,260,normal
943,0,tcp,smtp,SF,2168,normal
944,0,tcp,ftp_data,SF,373,normal
945,0,tcp,http,SF,347,normal
946,0,tcp,http,SF,354,normal
951,0,tcp,http,SF,305,normal
953,0,udp,private,SF,105,normal
954,0,tcp,http,SF,221,normal
955,0,tcp,smtp,SF,887,normal
956,0,tcp,smtp,SF,695,normal
958,0,tcp,ftp_data,SF,495,normal
961,0,tcp,smtp,SF,2760,normal
962,0,udp,domain_u,SF,45,normal
963,1,tcp,smtp,SF,756,normal
965,0,tcp,http,SF,218,normal
969,0,tcp,ftp_data,SF,7196,normal
970,0,udp,domain_u,SF,46,normal
971,0,tcp,ftp_data,SF,12,normal
972,0,udp,domain_u,SF,45,normal
973,0,udp,domain_u,SF,43,normal
975,0,tcp,http,SF,206,normal
977,9908,tcp,IRC,RSTR,2634,normal
978,357,tcp,telnet,SF,334,normal
979,0,tcp,ftp_data,SF,4539,normal
980,0,tcp,http,SF,320,normal
981,0,icmp,eco_i,SF,30,normal
982,0,tcp,http,REJ,0,normal
983,0,tcp,http,SF,281,normal
984,0,tcp,http,SF,345,normal
986,0,tcp,http,SF,223,normal
988,0,tcp,http,REJ,0,normal
991,0,tcp,http,SF,204,normal
996,799,tcp,telnet,RSTR,676,normal
997,0,tcp,http,SF,209,normal
1000,0,tcp,http,SF,229,normal
1002,0,udp,other,SF,516,normal
1003,0,tcp,http,SF,344,normal
1006,0,tcp,http,SF,277,normal
1007,0,tcp,http,SF,325,normal
1009,1,tcp,smtp,SF,1277,normal
1012,0,tcp,http,SF,219,normal
1015,0,udp,domain_u,SF,41,normal
1018,0,tcp,http,SF,326,normal
1026,0,tcp,http,SF,229,normal
1027,0,tcp,http,SF,205,normal
1029,0,tcp,http,SF,319,normal
1031,0,tcp,http,SF,304,normal
1032,0,tcp,finger,SF,9,normal
1034,0,tcp,http,SF,356,normal
1036,0,udp,domain_u,SF,44,normal
1038,0,tcp,http,SF,299,normal
1041,4,tcp,telnet,RSTO,0,normal
1044,0,tcp,http,SF,366,normal
1045,0,tcp,http,REJ,0,normal
1047,3,tcp,ftp_data,SF,2194619,normal
1048,15435,udp,other,SF,145,normal
1049,2414,udp,other,SF,146,normal
1051,0,udp,domain_u,SF,45,normal
1054,0,tcp,http,SF,236,normal
1057,0,tcp,http,SF,258,normal
1059,0,tcp,http,SF,188,normal
1062,0,tcp,smtp,SF,992,normal
1064,0,tcp,http,SF,310,normal
1065,6,tcp,smtp,SF,2597,normal
1067,0,tcp,http,SF,251,normal
1069,0,tcp,ftp_data,SF,748,normal
1070,0,tcp,http,SF,158,normal
1075,0,tcp,http,SF,229,normal
1077,0,tcp,ftp_data,SF,10044,normal
1078,0,tcp,smtp,SF,123,normal
1080,0,tcp,http,SF,276,normal
1082,0,tcp,http,SF,319,normal
1083,0,tcp,http,SF,280,normal
1085,0,udp,domain_u,SF,42,normal
1087,0,tcp,smtp,SF,2838,normal
1088,0,tcp,http,SF,463,normal
1091,0,udp,domain_u,SF,45,normal
1093,1,tcp,time,SF,0,normal
1097,0,tcp,http,SF,294,normal
1098,8486,udp,other,SF,146,normal
1099,0,udp,domain_u,SF,31,normal
1100,0,udp,domain_u,SF,29,normal
1102,0,tcp,smtp,SF,1131,normal
1103,0,tcp,http,SF,217,normal
1104,0,tcp,smtp,SF,1329,normal
1105,0,udp,domain_u,SF,44,normal
1108,0,tcp,http,SF,224,normal
1109,0,tcp,http,SF,290,normal
1110,0,tcp,http,RSTO,242,normal
1111,0,tcp,http,SF,197,normal
1113,0,tcp,http,SF,318,normal
1115,0,tcp,http,SF,234,normal
1117,1,tcp,smtp,SF,1492,normal
1120,0,tcp,smtp,S0,0,normal
1121,0,tcp,http,SF,303,normal
1122,0,tcp,http,SF,262,normal
1125,0,tcp,http,SF,258,normal
1127,0,tcp,http,SF,246,normal
1128,0,tcp,http,SF,312,normal
1129,0,tcp,ftp_data,SF,201,normal
1130,0,tcp,http,SF,222,normal
1131,0,tcp,http,SF,290,normal
1132,0,tcp,ftp_data,SF,11376,normal
1134,0,tcp,http,SF,306,normal
1135,0,tcp,http,SF,308,normal
1139,0,tcp,http,SF,199,normal
1146,0,tcp,http,SF,280,normal
1148,0,tcp,http,SF,186,normal
1153,0,udp,domain_u,SF,44,normal
1154,0,tcp,http,SF,197,normal
1162,0,tcp,http,REJ,0,normal
1168,0,tcp,auth,SF,14,normal
1173,0,icmp,urp_i,SF,181,normal
1174,1,udp,private,SF,105,normal
1176,0,tcp,http,SF,289,normal
1177,0,udp,domain_u,SF,45,normal
1179,9114,tcp,IRC,RSTR,1121,normal
1180,0,tcp,http,SF,235,normal
1182,0,tcp,http,SF,299,normal
1187,10,tcp,smtp,SF,664,normal
1188,3,tcp,smtp,SF,1770,normal
1189,0,udp,domain_u,SF,42,normal
1190,0,tcp,http,SF,276,normal
1193,0,tcp,http,SF,299,normal
1194,0,tcp,smtp,RSTO,0,normal
1195,0,tcp,http,SF,296,normal
1197,0,tcp,http,SF,224,normal
1198,10,tcp,smtp,SF,2376,normal
1200,0,tcp,http,SF,210,normal
1201,0,tcp,http,SF,327,normal
1205,0,tcp,http,SF,306,normal
1206,1,tcp,smtp,SF,1211,normal
1207,0,udp,domain_u,SF,44,normal
1209,0,udp,domain_u,SF,43,normal
1211,0,tcp,http,SF,229,normal
1213,0,tcp,http,SF,307,normal
1215,0,tcp,http,SF,228,normal
1218,0,tcp,http,SF,211,normal
1219,59,tcp,http,SF,259,normal
1220,0,udp,domain_u,SF,31,normal
1223,0,tcp,http,SF,538,normal
1227,0,tcp,ftp_data,SF,748,normal
1230,0,udp,domain_u,SF,43,normal
1231,0,tcp,http,SF,283,normal
1232,0,tcp,http,SF,341,normal
1234,0,udp,domain_u,SF,42,normal
1238,0,tcp,ftp_data,SF,10389,normal
1240,0,udp,domain_u,SF,45,normal
1241,0,tcp,ftp_data,SF,74,normal
1242,0,udp,domain_u,SF,43,normal
1243,2,tcp,smtp,SF,1243,normal
1244,0,tcp,http,SF,318,normal
1245,2,tcp,ftp_data,SF,2194619,normal
1247,0,udp,domain_u,SF,78,normal
1248,0,udp,domain_u,SF,43,normal
1249,0,tcp,smtp,SF,1637,normal
1250,0,tcp,http,SF,213,normal
1252,1,tcp,smtp,SF,1232,normal
1253,0,tcp,http,SF,266,normal
1254,0,tcp,http,SF,285,normal
1256,0,tcp,http,SF,286,normal
1257,0,udp,domain_u,SF,30,normal
1261,0,tcp,http,SF,223,normal
1262,0,tcp,http,SF,200,normal
1266,0,udp,domain_u,SF,45,normal
1269,0,tcp,http,SF,204,normal
1271,0,tcp,http,SF,297,normal
1275,0,tcp,http,SF,300,normal
1277,0,tcp,http,REJ,0,normal
1283,0,udp,private,SF,105,normal
1285,0,tcp,http,SF,244,normal
1288,0,tcp,smtp,SF,771,normal
1289,0,udp,private,SF,105,normal
1291,0,tcp,http,SF,254,normal
1293,0,tcp,http,SF,330,normal
1295,0,tcp,http,REJ,0,normal
1297,4468,tcp,telnet,SF,166,normal
1298,0,tcp,http,SF,322,normal
1300,0,icmp,ecr_i,SF,30,normal
1301,0,udp,domain_u,SF,45,normal
1306,0,tcp,http,SF,298,normal
1308,0,tcp,http,SF,252,normal
1311,0,tcp,ftp_data,SF,4539,normal
1312,0,tcp,http,SF,197,normal
1315,0,tcp,http,SF,259,normal
1316,0,tcp,smtp,SF,1193,normal
1317,0,udp,domain_u,SF,46,normal
1318,1,tcp,smtp,SF,1016,normal
1320,0,tcp,http,SF,237,normal
1324,0,tcp,http,SF,219,normal
1329,0,udp,domain_u,SF,45,normal
1332,0,udp,domain_u,SF,43,normal
1334,0,tcp,http,SF,276,normal
1335,0,udp,other,SF,147,normal
1336,0,tcp,http,SF,172,normal
1337,0,udp,domain_u,SF,42,normal
1338,0,tcp,http,SF,237,normal
1339,0,tcp,http,SF,200,normal
1340,0,tcp,http,SF,360,normal
1341,0,tcp,http,SF,347,normal
1342,0,tcp,http,SF,231,normal
1343,0,tcp,http,SF,224,normal
1346,0,tcp,http,SF,201,normal
1347,0,udp,domain_u,SF,43,normal
1350,0,tcp,http,SF,226,normal
1351,27,tcp,ftp,SF,704,normal
1352,0,tcp,http,SF,186,normal
1357,0,icmp,eco_i,SF,30,normal
1361,0,tcp,http,SF,285,normal
1365,0,tcp,http,SF,272,normal
1366,0,tcp,http,SF,201,normal
1367,0,tcp,http,SF,286,normal
1370,0,tcp,http,SF,370,normal
1372,0,tcp,finger,SF,8,normal
1373,0,udp,domain_u,SF,43,normal
1375,0,tcp,smtp,SF,888,normal
1376,0,tcp,http,SF,268,normal
1378,0,udp,domain_u,SF,46,normal
1379,0,tcp,ftp_data,SF,383,normal
1384,0,tcp,http,SF,257,normal
1385,0,tcp,http,SF,160,normal
1390,0,tcp,http,SF,210,normal
1393,0,tcp,http,SF,292,normal
1394,0,tcp,http,SF,300,normal
1398,0,tcp,http,SF,186,normal
1400,0,tcp,http,SF,334,normal
1401,0,tcp,http,SF,318,normal
1402,0,tcp,http,SF,305,normal
1403,0,tcp,ftp_data,SF,740,normal
1404,0,tcp,http,SF,204,normal
1408,0,tcp,http,REJ,0,normal
1410,0,tcp,http,SF,286,normal
1414,0,tcp,http,SF,258,normal
1415,0,tcp,http,SF,355,normal
1418,0,tcp,http,SF,276,normal
1422,0,tcp,http,SF,149,normal
1423,0,tcp,http,SF,328,normal
1424,0,udp,domain_u,SF,46,normal
1429,0,udp,domain_u,SF,42,normal
1430,1,tcp,smtp,SF,1230,normal
1439,29,udp,domain_u,SF,42,normal
1441,0,tcp,http,SF,330,normal
