id,duration,protocol_type,service,flag,src_bytes,class,
777,17399,tcp,other,RSTR,1,anomaly,
778,0,tcp,ftp_data,SF,334,anomaly,
779,1,tcp,private,RSTR,0,anomaly,
781,0,tcp,hostnames,S0,0,anomaly,
782,0,icmp,eco_i,SF,8,anomaly,
786,21263,tcp,private,RSTR,1,anomaly,
788,0,icmp,ecr_i,SF,1032,anomaly,
789,0,tcp,telnet,S0,0,anomaly,
791,0,tcp,ftp_data,S0,0,anomaly,
793,0,tcp,exec,S0,0,anomaly,
794,0,tcp,link,S0,0,anomaly,
795,0,tcp,finger,S0,0,anomaly,
796,0,tcp,netstat,S0,0,anomaly,
797,0,tcp,echo,S0,0,anomaly,
799,0,tcp,hostnames,S0,0,anomaly,
807,0,tcp,private,REJ,0,anomaly,
808,0,tcp,Z39_50,REJ,0,anomaly,
809,0,tcp,iso_tsap,S0,0,anomaly,
811,0,tcp,private,S0,0,anomaly,
813,0,tcp,courier,S0,0,anomaly,
816,0,tcp,ftp_data,S0,0,anomaly,
820,0,tcp,gopher,S0,0,anomaly,
824,0,tcp,private,REJ,0,anomaly,
825,0,tcp,name,S0,0,anomaly,
827,0,tcp,private,S0,0,anomaly,
830,0,icmp,eco_i,SF,8,anomaly,
833,0,tcp,private,REJ,0,anomaly,
835,0,tcp,private,S0,0,anomaly,
837,0,tcp,ftp_data,REJ,0,anomaly,
839,0,tcp,hostnames,S0,0,anomaly,
843,0,tcp,private,RSTR,0,anomaly,
845,0,tcp,daytime,S0,0,anomaly,
847,0,tcp,imap4,S0,0,anomaly,
848,0,tcp,private,S0,0,anomaly,
850,0,tcp,telnet,S0,0,anomaly,
852,0,udp,private,SF,1,anomaly,
853,0,tcp,exec,S0,0,anomaly,
854,0,tcp,courier,S0,0,anomaly,
856,0,tcp,iso_tsap,S0,0,anomaly,
857,0,tcp,mtp,S0,0,anomaly,
859,0,icmp,ecr_i,SF,1032,anomaly,
860,0,udp,private,SF,28,anomaly,
861,0,tcp,http,REJ,0,anomaly,
864,0,tcp,private,S0,0,anomaly,
865,0,tcp,klogin,S0,0,anomaly,
871,0,tcp,courier,S0,0,anomaly,
872,0,tcp,bgp,S0,0,anomaly,
874,0,tcp,whois,S0,0,anomaly,
875,0,icmp,eco_i,SF,8,anomaly,
876,0,tcp,bgp,S0,0,anomaly,
877,0,tcp,imap4,S0,0,anomaly,
878,0,tcp,private,S0,0,anomaly,
879,0,tcp,http,S0,0,anomaly,
882,0,tcp,gopher,S0,0,anomaly,
883,0,tcp,bgp,S0,0,anomaly,
884,0,tcp,private,REJ,0,anomaly,
885,0,tcp,private,REJ,0,anomaly,
888,0,tcp,private,RSTR,0,anomaly,
892,0,icmp,eco_i,SF,8,anomaly,
894,0,tcp,imap4,S0,0,anomaly,
895,0,tcp,private,S0,0,anomaly,
897,0,icmp,ecr_i,SF,1032,anomaly,
898,0,icmp,eco_i,SF,8,anomaly,
899,2,tcp,private,RSTR,0,anomaly,
900,0,tcp,uucp,S0,0,anomaly,
901,0,tcp,private,REJ,0,anomaly,
903,4,tcp,private,RSTR,0,anomaly,
906,0,tcp,ftp,S0,0,anomaly,
908,0,tcp,private,S0,0,anomaly,
910,0,tcp,private,REJ,0,anomaly,
911,0,icmp,ecr_i,SF,520,anomaly,
912,0,tcp,discard,S0,0,anomaly,
913,0,tcp,finger,S0,0,anomaly,
914,0,tcp,http,S0,0,anomaly,
915,0,icmp,eco_i,SF,8,anomaly,
916,0,tcp,echo,S0,0,anomaly,
917,0,tcp,supdup,S0,0,anomaly,
918,0,tcp,private,S0,0,anomaly,
920,0,tcp,http,REJ,0,anomaly,
921,0,icmp,eco_i,SF,8,anomaly,
924,0,tcp,telnet,S0,0,anomaly,
926,0,tcp,pop_2,S0,0,anomaly,
928,0,tcp,private,S0,0,anomaly,
929,0,tcp,supdup,S0,0,anomaly,
930,0,tcp,private,S0,0,anomaly,
931,0,tcp,efs,REJ,0,anomaly,
932,0,tcp,private,S0,0,anomaly,
935,0,tcp,netbios_ns,REJ,0,anomaly,
941,0,tcp,uucp,RSTO,0,anomaly,
942,0,tcp,private,S0,0,anomaly,
947,0,tcp,telnet,S0,0,anomaly,
948,0,tcp,finger,RSTO,0,anomaly,
949,0,tcp,courier,REJ,0,anomaly,
950,0,tcp,ldap,S0,0,anomaly,
952,0,tcp,finger,S0,0,anomaly,
957,0,icmp,ecr_i,SF,520,anomaly,
959,0,tcp,efs,REJ,0,anomaly,
960,0,tcp,private,S0,0,anomaly,
964,0,tcp,other,S0,0,anomaly,
966,0,tcp,printer,RSTO,0,anomaly,
967,0,tcp,nntp,S0,0,anomaly,
968,0,tcp,private,S0,0,anomaly,
974,0,icmp,ecr_i,SF,520,anomaly,
976,0,icmp,ecr_i,SF,1032,anomaly,
985,0,tcp,private,S0,0,anomaly,
987,0,tcp,time,S0,0,anomaly,
989,0,icmp,eco_i,SF,8,anomaly,
990,0,tcp,private,S0,0,anomaly,
992,0,tcp,ctf,S0,0,anomaly,
993,1051,tcp,other,RSTR,1,anomaly,
994,0,tcp,echo,S0,0,anomaly,
995,0,tcp,sunrpc,S0,0,anomaly,
998,0,tcp,private,S0,0,anomaly,
999,0,tcp,private,S0,0,anomaly,
1001,0,tcp,gopher,S0,0,anomaly,
1004,0,tcp,imap4,S0,0,anomaly,
1005,0,tcp,private,REJ,0,anomaly,
1008,0,tcp,private,S0,0,anomaly,
1010,0,tcp,iso_tsap,S0,0,anomaly,
1011,0,tcp,auth,S0,0,anomaly,
1013,0,tcp,daytime,S0,0,anomaly,
1014,0,tcp,private,S0,0,anomaly,
1016,0,tcp,private,S0,0,anomaly,
1017,0,tcp,time,RSTR,0,anomaly,
1019,0,tcp,auth,S0,0,anomaly,
1020,0,icmp,ecr_i,SF,1032,anomaly,
1021,0,tcp,private,REJ,0,anomaly,
1022,0,tcp,ftp_data,SF,334,anomaly,
1023,0,icmp,eco_i,SF,8,anomaly,
1024,1,tcp,private,RSTOS0,0,anomaly,
1025,0,tcp,private,S0,0,anomaly,
1028,0,tcp,discard,S0,0,anomaly,
1030,0,tcp,ftp_data,S0,0,anomaly,
1033,0,tcp,Z39_50,S0,0,anomaly,
1035,0,tcp,private,S0,0,anomaly,
1037,0,tcp,private,REJ,0,anomaly,
1039,35682,tcp,telnet,RSTOS0,381709090,anomaly,
1040,0,tcp,smtp,SF,6,anomaly,
1042,0,tcp,time,RSTO,0,anomaly,
1043,0,tcp,klogin,S0,0,anomaly,
1046,0,tcp,hostnames,S0,0,anomaly,
1050,0,tcp,private,REJ,0,anomaly,
1052,0,tcp,telnet,S0,0,anomaly,
1053,0,tcp,private,S0,0,anomaly,
1055,0,tcp,uucp_path,S0,0,anomaly,
1056,0,tcp,private,S0,0,anomaly,
1058,10,tcp,private,RSTR,0,anomaly,
1060,0,tcp,http,S0,0,anomaly,
1061,0,tcp,ftp,SF,1195,anomaly,
1063,0,tcp,systat,S0,0,anomaly,
1066,0,tcp,private,S0,0,anomaly,
1068,0,tcp,Z39_50,S0,0,anomaly,
1071,0,tcp,hostnames,S0,0,anomaly,
1072,0,tcp,klogin,S0,0,anomaly,
1073,0,icmp,eco_i,SF,8,anomaly,
1074,0,tcp,discard,S0,0,anomaly,
1076,0,icmp,eco_i,SF,8,anomaly,
1079,0,tcp,private,S0,0,anomaly,
1081,0,tcp,private,REJ,0,anomaly,
1084,0,tcp,courier,S0,0,anomaly,
1086,0,icmp,eco_i,SF,8,anomaly,
1089,0,tcp,private,S0,0,anomaly,
1090,0,tcp,imap4,S0,0,anomaly,
1092,0,icmp,eco_i,SF,8,anomaly,
1094,0,tcp,gopher,REJ,0,anomaly,
1095,0,udp,private,SF,28,anomaly,
1096,0,tcp,other,REJ,0,anomaly,
1101,0,tcp,time,S0,0,anomaly,
1106,0,tcp,imap4,S0,0,anomaly,
1107,0,icmp,eco_i,SF,8,anomaly,
1112,0,icmp,ecr_i,SF,1032,anomaly,
1114,0,tcp,private,S0,0,anomaly,
1116,0,icmp,ecr_i,SF,1032,anomaly,
1118,0,tcp,telnet,S0,0,anomaly,
1119,0,tcp,finger,S0,0,anomaly,
1123,0,tcp,telnet,RSTO,0,anomaly,
1124,0,tcp,ftp_data,SF,334,anomaly,
1126,0,udp,private,SF,215,anomaly,
1133,0,tcp,private,S0,0,anomaly,
1136,0,tcp,private,S0,0,anomaly,
1137,0,tcp,private,S0,0,anomaly,
1138,0,tcp,private,REJ,0,anomaly,
1140,0,tcp,uucp,S0,0,anomaly,
1141,0,icmp,eco_i,SF,8,anomaly,
1142,37815,tcp,private,RSTR,1,anomaly,
1143,0,tcp,iso_tsap,S0,0,anomaly,
1144,0,icmp,tim_i,SF,564,anomaly,
1145,0,tcp,private,REJ,0,anomaly,
1147,0,tcp,private,S0,0,anomaly,
1149,0,tcp,link,S0,0,anomaly,
1150,0,tcp,discard,S0,0,anomaly,
1151,0,tcp,private,REJ,0,anomaly,
1152,0,tcp,name,S0,0,anomaly,
1155,0,tcp,private,S0,0,anomaly,
1156,0,tcp,exec,S0,0,anomaly,
1157,0,tcp,private,RSTR,0,anomaly,
1158,0,icmp,eco_i,SF,8,anomaly,
1159,0,tcp,private,REJ,0,anomaly,
1160,0,udp,private,SF,28,anomaly,
1161,0,tcp,domain,S0,0,anomaly,
1163,0,tcp,iso_tsap,S0,0,anomaly,
1164,0,tcp,private,S0,0,anomaly,
1165,0,tcp,private,S0,0,anomaly,
1166,0,icmp,eco_i,SF,8,anomaly,
1167,0,tcp,finger,S0,0,anomaly,
1169,0,tcp,whois,S0,0,anomaly,
1170,0,icmp,eco_i,SF,8,anomaly,
1171,0,tcp,private,S0,0,anomaly,
1172,0,icmp,ecr_i,SF,1032,anomaly,
1175,0,udp,private,SF,1,anomaly,
1178,0,icmp,ecr_i,SF,1032,anomaly,
1181,0,tcp,private,S0,0,anomaly,
1183,0,tcp,bgp,REJ,0,anomaly,
1184,0,tcp,ftp,S0,0,anomaly,
1185,0,tcp,pop_3,S0,0,anomaly,
1186,0,icmp,ecr_i,SF,520,anomaly,
1191,0,tcp,remote_job,REJ,0,anomaly,
1192,0,tcp,private,S0,0,anomaly,
1196,0,tcp,finger,S0,0,anomaly,
1199,0,icmp,eco_i,SF,18,anomaly,
1202,0,tcp,private,S0,0,anomaly,
1203,0,tcp,echo,S0,0,anomaly,
1204,0,tcp,private,REJ,0,anomaly,
1208,0,tcp,private,REJ,0,anomaly,
1210,0,tcp,private,S0,0,anomaly,
1212,0,tcp,private,S0,0,anomaly,
1214,0,tcp,Z39_50,S0,0,anomaly,
1216,0,tcp,private,S0,0,anomaly,
1217,0,tcp,efs,S0,0,anomaly,
1221,0,tcp,telnet,S0,0,anomaly,
1222,0,udp,private,SF,1,anomaly,
1224,0,tcp,http,REJ,0,anomaly,
1225,0,icmp,ecr_i,SF,520,anomaly,
1226,0,tcp,Z39_50,S0,0,anomaly,
